busco_id	helixer_seq	helixer_chrom_cm	helixer_chrom_int	helixer_start	helixer_end	helixer_busco_score	helixer_busco_length	gmb_overlapping	gmb_evidence	classification	refined_classification	note
4143at93133	_CM001207.1_000375.1	CM001207.1	12	972951	973751	155.1	77	ZTRITICI_11525.t2,ZTRITICI_11541.t2,ZTRITICI_11543.t2,ZTRITICI_11546.t2,ZTRITICI_11549.t1	Scallop,Scallop,Scallop,StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:17958at93133,7664at93133
4159at93133	_CM001203.1_000400.1	CM001203.1	8	2054204	2055451	543.5	248	.	.	Dropped_locus	Dropped_locus_no_model	No GMB mRNA at Helixer locus
4164at93133	_CM001201.1_000604.1	CM001201.1	6	1784934	1785881	240.6	109	ZTRITICI_07055.t2,ZTRITICI_07061.t1	Scallop,StringTie,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:771at93133
4169at93133	_CM001197.1_000766.1	CM001197.1	2	3438536	3440299	864.9	395	ZTRITICI_03303.t2,ZTRITICI_03303.t1,ZTRITICI_03303.t2,ZTRITICI_03303.t1	Scallop,Helixer,StringTie,Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:26852at93133
4192at93133	_CM001196.1_001045.1	CM001196.1	1	5141155	5142728	680.0	300	.	.	Dropped_locus	Dropped_locus_no_model	No GMB mRNA at Helixer locus
4196at93133	_CM001198.1_000978.1	CM001198.1	3	1889634	1891693	734.0	383	ZTRITICI_04031.t2,ZTRITICI_04033.t1,ZTRITICI_04031.t2,ZTRITICI_04034.t2,ZTRITICI_04035.t1	StringTie,Helixer,StringTie,StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:25941at93133,5249at93133,27494at93133
4202at93133	_CM001200.1_000731.1	CM001200.1	5	1539074	1541530	1418.4	629	ZTRITICI_06073.t1,ZTRITICI_06073.t1	Helixer,StringTie,Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=633aa expected=629aa ratio=1.01
4206at93133	_CM001204.1_000617.1	CM001204.1	9	770302	772437	1195.1	554	ZTRITICI_09620.t1,ZTRITICI_09620.t2	Helixer,StringTie,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:5570at93133
4227at93133	_CM001203.1_000638.1	CM001203.1	8	1280603	1281530	255.6	115	ZTRITICI_09021.t2,ZTRITICI_09027.t1	Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:1222at93133,12116at93133
4234at93133	_CM001198.1_000974.1	CM001198.1	3	1917753	1919011	634.2	290	ZTRITICI_04043.t1,ZTRITICI_04044.t1	Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=349aa expected=290aa ratio=1.20
4242at93133	_CM001203.1_000425.1	CM001203.1	8	2257451	2258213	144.6	103	ZTRITICI_09339.t2,ZTRITICI_09343.t1,ZTRITICI_09343.t2	Scallop,StringTie,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_09343.t1:5p_dropped,ZTRITICI_09343.t2:5p_dropped,ZTRITICI_09343.t2:3p_dropped
4252at93133	_CM001200.1_000647.1	CM001200.1	5	1967198	1968636	718.9	318	ZTRITICI_06218.t2,ZTRITICI_06219.t1	StringTie,Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=319aa expected=318aa ratio=1.00
4305at93133	_CM001199.1_000727.1	CM001199.1	4	2057862	2058848	342.1	180	ZTRITICI_05262.t1	Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:15685at93133
4342at93133	_CM001206.1_000467.1	CM001206.1	11	854862	856909	919.0	467	ZTRITICI_10932.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_10932.t1:5p_dropped,ZTRITICI_10932.t1:3p_dropped
438at93133	_CM001203.1_000129.1	CM001203.1	8	772486	773341	179.1	94	ZTRITICI_08826.t2,ZTRITICI_08827.t2,ZTRITICI_08828.t1	Scallop,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_08827.t2:5p_dropped
4391at93133	_CM001204.1_000588.1	CM001204.1	9	898089	898903	201.0	97	ZTRITICI_09651.t2,ZTRITICI_09658.t2,ZTRITICI_09664.t1	Scallop,Scallop,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
4395at93133	_CM001196.1_002116.1	CM001196.1	1	1624667	1626725	977.3	450	ZTRITICI_00544.t2,ZTRITICI_00546.t2,ZTRITICI_00547.t1	Scallop,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:13055at93133,9530at93133
4411at93133	_CM001202.1_000013.1	CM001202.1	7	68856	70128	560.1	322	ZTRITICI_07320.t1,ZTRITICI_07321.t1,ZTRITICI_07321.t1	StringTie,Helixer,StringTie,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:13206at93133
4426at93133	_CM001200.1_000602.1	CM001200.1	5	2257606	2258320	149.7	72	ZTRITICI_06301.t2,ZTRITICI_06301.t1	Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:8879at93133
4433at93133	_CM001197.1_001326.1	CM001197.1	2	780122	781175	255.6	126	ZTRITICI_02350.t2,ZTRITICI_02362.t1	Scallop,Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=128aa expected=126aa ratio=1.02
4434at93133	_CM001203.1_000577.1	CM001203.1	8	1521164	1523253	808.1	481	ZTRITICI_09117.t2,ZTRITICI_09118.t1	StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:8283at93133
4440at93133	_CM001205.1_000403.1	CM001205.1	10	1293907	1295777	609.9	429	ZTRITICI_10498.t1	Helixer,Scallop	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=482aa expected=429aa ratio=1.12
4457at93133	_CM001201.1_000515.1	CM001201.1	6	2353390	2354336	410.6	186	ZTRITICI_07209.t2,ZTRITICI_07211.t2,ZTRITICI_07218.t1	Scallop,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:25171at93133,20218at93133
446at93133	_CM001201.1_000605.1	CM001201.1	6	1783704	1784791	500.6	219	ZTRITICI_07055.t2,ZTRITICI_07060.t1,ZTRITICI_07055.t1	Scallop,StringTie,Helixer,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:771at93133
4491at93133	_CM001201.1_000669.1	CM001201.1	6	1416911	1419700	1786.8	802	ZTRITICI_06922.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_06922.t1:3p_dropped
4500at93133	_CM001206.1_000557.1	CM001206.1	11	472874	476083	1500.6	780	ZTRITICI_10770.t1,ZTRITICI_10771.t1,ZTRITICI_10772.t1,ZTRITICI_10777.t1	StringTie,StringTie,Scallop,StringTie,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_10771.t1:5p_dropped,ZTRITICI_10772.t1:5p_dropped,ZTRITICI_10777.t1:5p_dropped
4516at93133	_CM001205.1_000431.1	CM001205.1	10	1107764	1110107	842.5	353	ZTRITICI_10438.t2,ZTRITICI_10441.t1,ZTRITICI_10438.t2,ZTRITICI_10441.t1	Scallop,Helixer,StringTie,Scallop,Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=358aa expected=353aa ratio=1.01
4557at93133	_CM001200.1_000659.1	CM001200.1	5	1922845	1923970	402.2	204	ZTRITICI_06187.t2,ZTRITICI_06201.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:25003at93133
4573at93133	_CM001198.1_001279.1	CM001198.1	3	295775	297643	813.6	410	ZTRITICI_03512.t1	Scallop	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_03512.t1:5p_dropped
4585at93133	_CM001204.1_000632.1	CM001204.1	9	707775	709074	420.9	226	ZTRITICI_09593.t2,ZTRITICI_09597.t1,ZTRITICI_09598.t1	StringTie,Helixer,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:20881at93133
4627at93133	_CM001198.1_001027.1	CM001198.1	3	1655981	1657644	894.1	418	ZTRITICI_03947.t1,ZTRITICI_03948.t1	Helixer,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:25848at93133
4628at93133	_CM001206.1_000234.1	CM001206.1	11	1211620	1213057	718.4	353	ZTRITICI_11042.t2,ZTRITICI_11043.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
4633at93133	_CM001199.1_001071.1	CM001199.1	4	73971	75595	753.0	354	ZTRITICI_04647.t2,ZTRITICI_04647.t1,ZTRITICI_04651.t2	StringTie,Scallop,Scallop	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_04647.t2:5p_dropped,ZTRITICI_04647.t1:5p_dropped,ZTRITICI_04647.t1:3p_dropped,ZTRITICI_04651.t2:5p_dropped
4639at93133	_CM001196.1_002178.1	CM001196.1	1	1353212	1354536	625.8	314	ZTRITICI_00448.t2,ZTRITICI_00452.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:20258at93133
4648at93133	_CM001196.1_001638.1	CM001196.1	1	3932648	3933898	492.2	284	ZTRITICI_01377.t1	Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:8339at93133
4677at93133	_CM001199.1_000547.1	CM001199.1	4	2774264	2775294	180.5	140	ZTRITICI_05535.t2,ZTRITICI_05537.t1	StringTie,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=165aa expected=140aa ratio=1.18
4679at93133	_CM001201.1_000733.1	CM001201.1	6	1008271	1010811	1201.7	564	ZTRITICI_06763.t1,ZTRITICI_06763.t1	Scallop,StringTie,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
4698at93133	_CM001205.1_000577.1	CM001205.1	10	417907	419337	831.8	365	ZTRITICI_10191.t1	Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=367aa expected=365aa ratio=1.01
4761at93133	_CM001208.1_000364.1	CM001208.1	13	467903	470588	1326.9	642	ZTRITICI_11899.t1,ZTRITICI_11900.t1,ZTRITICI_11900.t1	Helixer,StringTie,Helixer,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:25627at93133
4770at93133	_CM001196.1_001298.1	CM001196.1	1	5563690	5566422	1082.9	548	ZTRITICI_01958.t2,ZTRITICI_01959.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:4918at93133
4784at93133	_CM001207.1_000438.1	CM001207.1	12	650833	653048	1009.1	451	ZTRITICI_11419.t1	Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=449aa expected=451aa ratio=1.00
4788at93133	_CM001198.1_001222.1	CM001198.1	3	612143	614388	1318.2	602	ZTRITICI_03588.t2,ZTRITICI_03593.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:3062at93133
478at93133	_CM001196.1_001643.1	CM001196.1	1	3911134	3911957	266.7	120	ZTRITICI_01371.t2,ZTRITICI_01372.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:11800at93133
4808at93133	_CM001198.1_000938.1	CM001198.1	3	2114557	2117533	1831.4	832	ZTRITICI_04115.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=835aa expected=832aa ratio=1.00
4817at93133	_CM001203.1_000641.1	CM001203.1	8	1269721	1272107	989.8	434	ZTRITICI_09021.t2,ZTRITICI_09024.t1,ZTRITICI_09021.t2,ZTRITICI_09024.t1	Scallop,Helixer,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:12116at93133
4844at93133	_CM001203.1_000763.1	CM001203.1	8	737588	741181	1964.1	942	ZTRITICI_08804.t2,ZTRITICI_08808.t2,ZTRITICI_08813.t1,ZTRITICI_08804.t1,ZTRITICI_08804.t2,ZTRITICI_08808.t2,ZTRITICI_08804.t1	StringTie,Scallop,Helixer,Helixer,StringTie,StringTie,Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:18643at93133
4854at93133	_CM001198.1_001170.1	CM001198.1	3	899968	900821	258.0	129	ZTRITICI_03680.t1,ZTRITICI_03681.t1,ZTRITICI_03680.t1,ZTRITICI_03681.t1	Helixer,Helixer,StringTie,Helixer,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:24673at93133
4879at93133	_CM001199.1_000292.1	CM001199.1	4	1674215	1674914	140.7	70	ZTRITICI_05132.t1	Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:22577at93133
488at93133	_CM001196.1_002286.1	CM001196.1	1	778449	779168	197.6	86	ZTRITICI_00239.t2,ZTRITICI_00244.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:13859at93133
4892at93133	_CM001199.1_000215.1	CM001199.1	4	1216166	1217349	491.0	255	ZTRITICI_05003.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_05003.t1:5p_dropped
4907at93133	_CM001206.1_000477.1	CM001206.1	11	818944	820498	602.6	333	ZTRITICI_10914.t2,ZTRITICI_10922.t1,ZTRITICI_10914.t2,ZTRITICI_10922.t1	Scallop,Helixer,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:17295at93133
4921at93133	_CM001198.1_001039.1	CM001198.1	3	1603998	1604911	194.2	119	ZTRITICI_03928.t2,ZTRITICI_03931.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:26414at93133
4922at93133	_CM001203.1_000632.1	CM001203.1	8	1306898	1308407	633.3	301	ZTRITICI_09021.t2,ZTRITICI_09042.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:12116at93133
4935at93133	_CM001204.1_000701.1	CM001204.1	9	312115	315077	1550.8	795	ZTRITICI_09469.t1	Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=447aa expected=795aa ratio=0.56
493at93133	_CM001203.1_000241.1	CM001203.1	8	1223135	1224486	487.3	251	ZTRITICI_09020.t1,ZTRITICI_09020.t2	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_09020.t2:3p_dropped
4998at93133	_CM001203.1_000003.1	CM001203.1	8	38106	39809	209.5	103	ZTRITICI_08625.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
5005at93133	_CM001196.1_001588.1	CM001196.1	1	4215459	4216711	328.1	166	ZTRITICI_01479.t1,ZTRITICI_01480.t1	Helixer,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:29297at93133
5020at93133	_CM001201.1_000707.1	CM001201.1	6	1181277	1183947	837.6	352	ZTRITICI_06814.t1,ZTRITICI_06815.t1	Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=531aa expected=352aa ratio=1.51
5052at93133	_CM001198.1_000926.1	CM001198.1	3	2173182	2174943	938.9	431	ZTRITICI_04141.t1,ZTRITICI_04133.t1	Helixer,StringTie,Helixer,Scallop,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:2418at93133
5088at93133	_CM001196.1_002064.1	CM001196.1	1	1850486	1853079	1260.7	649	ZTRITICI_00625.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_00625.t1:5p_dropped
5099at93133	_CM001202.1_001073.1	CM001202.1	7	196025	198189	1003.4	489	ZTRITICI_07356.t2,ZTRITICI_07356.t1	StringTie,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:20372at93133
5112at93133	_CM001197.1_001223.1	CM001197.1	2	1281418	1283745	1229.3	577	ZTRITICI_02548.t1,ZTRITICI_02539.t1	Helixer,Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=579aa expected=577aa ratio=1.00
5118at93133	_CM001199.1_000745.1	CM001199.1	4	1937922	1939764	817.2	397	ZTRITICI_05216.t2,ZTRITICI_05221.t1,ZTRITICI_05222.t1	Scallop,Helixer,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:5385at93133,14565at93133
5141at93133	_CM001198.1_000108.1	CM001198.1	3	649310	650894	758.2	403	ZTRITICI_03602.t1,ZTRITICI_03602.t1	Scallop,StringTie,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
5173at93133	_CM001204.1_000492.1	CM001204.1	9	1480680	1483916	2040.7	972	ZTRITICI_09846.t2,ZTRITICI_09846.t1	Helixer,Scallop,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:17381at93133
5177at93133	_CM001202.1_001000.1	CM001202.1	7	540820	542019	528.4	231	ZTRITICI_07482.t2,ZTRITICI_07491.t2,ZTRITICI_07494.t1	Scallop,StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:6188at93133
517at93133	_CM001198.1_000672.1	CM001198.1	3	3395541	3397431	834.7	396	ZTRITICI_04603.t2,ZTRITICI_04607.t1	StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:18810at93133
5194at93133	_CM001201.1_000828.1	CM001201.1	6	355069	356743	657.0	327	ZTRITICI_06587.t2,ZTRITICI_06592.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:11980at93133
5198at93133	_CM001202.1_000781.1	CM001202.1	7	1567086	1568612	766.2	350	ZTRITICI_07876.t2,ZTRITICI_07877.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
5221at93133	_CM001198.1_000972.1	CM001198.1	3	1922887	1924655	684.1	377	ZTRITICI_04046.t2,ZTRITICI_04047.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:24091at93133
5232at93133	_CM001200.1_000565.1	CM001200.1	5	2466121	2468882	1500.6	711	ZTRITICI_06373.t2,ZTRITICI_06376.t1	StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:14261at93133
5269at93133	_CM001199.1_000118.1	CM001199.1	4	659883	662082	1251.8	551	ZTRITICI_04823.t1,ZTRITICI_04823.t2,ZTRITICI_04823.t1,ZTRITICI_04823.t2	Scallop,StringTie,Scallop,StringTie,Scallop,StringTie,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
5273at93133	_CM001204.1_000678.1	CM001204.1	9	415446	416727	661.1	323	ZTRITICI_09487.t2,ZTRITICI_09488.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:19482at93133
528at93133	_CM001199.1_000679.1	CM001199.1	4	2211920	2212996	317.4	165	ZTRITICI_05304.t2,ZTRITICI_05313.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:7059at93133
5316at93133	_CM001206.1_000551.1	CM001206.1	11	494969	497035	904.0	475	ZTRITICI_10786.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=484aa expected=475aa ratio=1.02
5322at93133	_CM001205.1_000615.1	CM001205.1	10	219714	221694	990.2	475	ZTRITICI_10110.t1,ZTRITICI_10111.t2,ZTRITICI_10110.t1,ZTRITICI_10111.t2	Helixer,StringTie,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:13779at93133
5331at93133	_CM001199.1_000863.1	CM001199.1	4	1232298	1234135	890.3	454	ZTRITICI_05006.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_05006.t1:5p_dropped
5351at93133	_CM001201.1_000764.1	CM001201.1	6	875006	876571	675.1	336	ZTRITICI_06717.t2,ZTRITICI_06717.t1	Scallop,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
5375at93133	_CM001197.1_001052.1	CM001197.1	2	2150348	2151014	207.1	119	ZTRITICI_02835.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
539at93133	_CM001197.1_001086.1	CM001197.1	2	1947497	1949583	810.7	400	ZTRITICI_02761.t1	Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=420aa expected=400aa ratio=1.05
5406at93133	_CM001201.1_000731.1	CM001201.1	6	1015144	1017188	1240.3	578	ZTRITICI_06765.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=589aa expected=578aa ratio=1.02
5409at93133	_CM001196.1_001947.1	CM001196.1	1	2367062	2369029	913.4	479	ZTRITICI_00825.t2,ZTRITICI_00826.t1	StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:13173at93133
5428at93133	_CM001196.1_001851.1	CM001196.1	1	2894466	2895836	589.8	323	ZTRITICI_01014.t1,ZTRITICI_01015.t1	Helixer,StringTie,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:8309at93133
5432at93133	_CM001197.1_001089.1	CM001197.1	2	1927978	1930313	1238.0	578	ZTRITICI_02755.t2,ZTRITICI_02755.t1,ZTRITICI_02755.t2,ZTRITICI_02755.t1	Scallop,StringTie,Helixer,Scallop,StringTie,Scallop,StringTie,Helixer,Scallop,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:18997at93133
5434at93133	_CM001198.1_001137.1	CM001198.1	3	1140288	1141890	749.6	359	ZTRITICI_03740.t2,ZTRITICI_03740.t1,ZTRITICI_03743.t2,ZTRITICI_03744.t1	Scallop,StringTie,Helixer,StringTie,StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:19415at93133,18712at93133
5533at93133	_CM001198.1_001189.1	CM001198.1	3	736244	738444	1035.0	501	ZTRITICI_03638.t2,ZTRITICI_03638.t1	Scallop,Helixer,StringTie	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:14693at93133
557at93133	_CM001206.1_000408.1	CM001206.1	11	1189691	1190596	257.5	119	ZTRITICI_11037.t1,ZTRITICI_11037.t1	Scallop,StringTie,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_11037.t1:5p_dropped,ZTRITICI_11037.t1:5p_dropped
559at93133	_CM001208.1_000367.1	CM001208.1	13	457932	459331	584.8	268	ZTRITICI_11895.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=271aa expected=268aa ratio=1.01
5647at93133	_CM001202.1_001054.1	CM001202.1	7	317631	320404	1600.2	689	ZTRITICI_07402.t2,ZTRITICI_07406.t1,ZTRITICI_07402.t2,ZTRITICI_07406.t1	Scallop,Helixer,Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:3410at93133
5693at93133	_CM001200.1_000746.1	CM001200.1	5	1465064	1466057	402.1	198	ZTRITICI_06039.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_06039.t1:3p_dropped
56at93133	_CM001196.1_002400.1	CM001196.1	1	192398	193527	448.5	203	ZTRITICI_00021.t1	Helixer,Scallop,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=203aa expected=203aa ratio=1.00
5710at93133	_CM001196.1_001600.1	CM001196.1	1	4146556	4148757	676.6	328	ZTRITICI_01456.t1,ZTRITICI_01457.t1	Helixer,Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=745aa expected=328aa ratio=2.27
5712at93133	_CM001196.1_002143.1	CM001196.1	1	1503991	1505987	671.6	391	ZTRITICI_00503.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_00503.t1:3p_dropped
5747at93133	_CM001197.1_001277.1	CM001197.1	2	981578	983571	783.6	381	ZTRITICI_02445.t1,ZTRITICI_02450.t1	Helixer,StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:12363at93133
5764at93133	_CM001207.1_000030.1	CM001207.1	12	207703	209448	579.8	297	ZTRITICI_11246.t1	Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_supported
5767at93133	_CM001202.1_000867.1	CM001202.1	7	1175204	1176859	788.5	367	ZTRITICI_07733.t1,ZTRITICI_07734.t2,ZTRITICI_07733.t2	StringTie,Scallop,StringTie	Replaced_transcriptome_model	Replaced_transcriptome_model	UTR_unsupported:ZTRITICI_07734.t2:5p_dropped,ZTRITICI_07734.t2:3p_dropped,ZTRITICI_07733.t2:3p_dropped
5819at93133	_CM001202.1_000952.1	CM001202.1	7	850856	853267	1058.4	571	ZTRITICI_07591.t1	Helixer	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=593aa expected=571aa ratio=1.04
5824at93133	_CM001198.1_000847.1	CM001198.1	3	2563005	2565420	1266.5	584	ZTRITICI_04277.t2,ZTRITICI_04280.t2,ZTRITICI_04284.t1	Scallop,StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:4957at93133
5840at93133	_CM001206.1_000352.1	CM001206.1	11	1452680	1454244	690.9	338	ZTRITICI_11111.t1	Helixer,StringTie	Present_Helixer_model	Helixer_kept_protein_bad_sequence	best_prot=348aa expected=338aa ratio=1.03
5874at93133	_CM001199.1_000833.1	CM001199.1	4	1411375	1413780	1074.3	501	ZTRITICI_05060.t2,ZTRITICI_05061.t2,ZTRITICI_05065.t1	Scallop,StringTie,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:9175at93133
5881at93133	_CM001198.1_001208.1	CM001198.1	3	661044	664335	1869.1	885	ZTRITICI_03605.t2,ZTRITICI_03607.t1	Scallop,Helixer	Present_Helixer_model	Spatial_overlap_wrong_gene	gmb_proteins_match_other_busco:1873at93133
